Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName,Asset_comment,Asset_building,Asset_floor,Asset_room,Asset_rack,Asset_rackunitheight,Asset_slot,Asset_port,Asset_region,Asset_division,Asset_department,Asset_address1,Asset_address2,Asset_city,Asset_state,Asset_zip,Asset_country,Asset_modelnumber,Asset_serialNumber,Asset_manufacturer,Asset_vendor,Asset_vendorphone,Asset_vendorfax,Asset_userlastmodified,Asset_lastmodifieddate,Asset_dateinstalled,Asset_lease,Asset_leaseexpires,Asset_supportphone,Asset_maintcontract,Asset_maintcontractexpires,Asset_username,Asset_password,Asset_enable,Asset_autoenable,Asset_connection,Asset_operatingsystem,Asset_cpu,Asset_ram,Asset_storagectrl,Asset_hdd1,Asset_hdd2,Asset_hdd3,Asset_hdd4,Asset_hdd5,Asset_hdd6,Asset_numpowersupplies,Asset_inputpower,Asset_additionalhardware,Asset_admin,Asset_snmpcommunity
ONT_100062514610,ONT_100062514610,Default,SO18BPK1_POLE_85_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92298440,'-1.37358270,,,,,,,,USPRN_100062514610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514611,ONT_100062514611,Default,SO18BPK1_POLE_85_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92298440,'-1.37358270,,,,,,,,USPRN_100062514611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514612,ONT_100062514612,Default,SO18BPK1_POLE_85_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92298440,'-1.37358270,,,,,,,,USPRN_100062514612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514613,ONT_100062514613,Default,SO18BPK1_POLE_85_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92298440,'-1.37358270,,,,,,,,USPRN_100062514613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514616,ONT_100062514616,Default,SO18BPK1_POLE_85_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92509040,'-1.37556050,,,,,,,,USPRN_100062514616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514621,ONT_100062514621,Default,SO18BPK1_POLE_85_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514622,ONT_100062514622,Default,SO18BPK1_POLE_85_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514623,ONT_100062514623,Default,SO18BPK1_POLE_85_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514624,ONT_100062514624,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514625,ONT_100062514625,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514626,ONT_100062514626,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514627,ONT_100062514627,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514628,ONT_100062514628,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514629,ONT_100062514629,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514630,ONT_100062514630,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92914720,'-1.37241830,,,,,,,,USPRN_100062514630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514638,ONT_100062514638,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92421560,'-1.37632190,,,,,,,,USPRN_100062514638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514679,ONT_100062514679,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93255480,'-1.36895690,,,,,,,,USPRN_100062514679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514693,ONT_100062514693,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93275710,'-1.37145880,,,,,,,,USPRN_100062514693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514708,ONT_100062514708,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93196780,'-1.36849530,,,,,,,,USPRN_100062514708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514709,ONT_100062514709,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93207590,'-1.36853650,,,,,,,,USPRN_100062514709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514711,ONT_100062514711,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93196780,'-1.36849530,,,,,,,,USPRN_100062514711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514754,ONT_100062514754,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93461030,'-1.37997260,,,,,,,,USPRN_100062514754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514813,ONT_100062514813,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93184160,'-1.36845430,,,,,,,,USPRN_100062514813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514814,ONT_100062514814,Default,SO18BPK1_POLE_85_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93184160,'-1.36845430,,,,,,,,USPRN_100062514814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514815,ONT_100062514815,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93184160,'-1.36845430,,,,,,,,USPRN_100062514815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514816,ONT_100062514816,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93184160,'-1.36845430,,,,,,,,USPRN_100062514816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514817,ONT_100062514817,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93184160,'-1.36845430,,,,,,,,USPRN_100062514817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514818,ONT_100062514818,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93184160,'-1.36845430,,,,,,,,USPRN_100062514818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062514950,ONT_100062514950,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93207590,'-1.36853650,,,,,,,,USPRN_100062514950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062650795,ONT_100062650795,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92272720,'-1.37424060,,,,,,,,USPRN_100062650795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062650798,ONT_100062650798,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92413580,'-1.37616720,,,,,,,,USPRN_100062650798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062650800,ONT_100062650800,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92403210,'-1.37608690,,,,,,,,USPRN_100062650800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062651269,ONT_100062651269,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92154740,'-1.37557960,,,,,,,,USPRN_100062651269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062651270,ONT_100062651270,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92154740,'-1.37557960,,,,,,,,USPRN_100062651270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062651271,ONT_100062651271,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92154740,'-1.37557960,,,,,,,,USPRN_100062651271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062651272,ONT_100062651272,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92154740,'-1.37557960,,,,,,,,USPRN_100062651272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062651282,ONT_100062651282,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92417400,'-1.37572930,,,,,,,,USPRN_100062651282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062651283,ONT_100062651283,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92435530,'-1.37567580,,,,,,,,USPRN_100062651283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062651544,ONT_100062651544,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93235650,'-1.37053920,,,,,,,,USPRN_100062651544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062651779,ONT_100062651779,Default,SO18BPK1_POLE_86_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92361120,'-1.37976340,,,,,,,,USPRN_100062651779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062652442,ONT_100062652442,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92217030,'-1.37600420,,,,,,,,USPRN_100062652442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690609,ONT_100062690609,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92140870,'-1.37654890,,,,,,,,USPRN_100062690609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690611,ONT_100062690611,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92235730,'-1.37569680,,,,,,,,USPRN_100062690611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690612,ONT_100062690612,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92252830,'-1.37572290,,,,,,,,USPRN_100062690612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690614,ONT_100062690614,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92160610,'-1.37479630,,,,,,,,USPRN_100062690614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690725,ONT_100062690725,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92780410,'-1.37852650,,,,,,,,USPRN_100062690725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690727,ONT_100062690727,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92387490,'-1.37527810,,,,,,,,USPRN_100062690727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690729,ONT_100062690729,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92415790,'-1.37440630,,,,,,,,USPRN_100062690729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690731,ONT_100062690731,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92419660,'-1.37491800,,,,,,,,USPRN_100062690731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690732,ONT_100062690732,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92455580,'-1.37481360,,,,,,,,USPRN_100062690732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690733,ONT_100062690733,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92524830,'-1.37481850,,,,,,,,USPRN_100062690733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690734,ONT_100062690734,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92532870,'-1.37471790,,,,,,,,USPRN_100062690734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690736,ONT_100062690736,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92537370,'-1.37473150,,,,,,,,USPRN_100062690736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690737,ONT_100062690737,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92751790,'-1.37379200,,,,,,,,USPRN_100062690737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690742,ONT_100062690742,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93323970,'-1.37089730,,,,,,,,USPRN_100062690742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690940,ONT_100062690940,Default,SO18BPK1_POLE_86_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92109180,'-1.37447600,,,,,,,,USPRN_100062690940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690941,ONT_100062690941,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92126200,'-1.37435990,,,,,,,,USPRN_100062690941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690943,ONT_100062690943,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92153180,'-1.37435620,,,,,,,,USPRN_100062690943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690944,ONT_100062690944,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92151990,'-1.37381580,,,,,,,,USPRN_100062690944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690945,ONT_100062690945,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92136700,'-1.37381780,,,,,,,,USPRN_100062690945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062690947,ONT_100062690947,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92115170,'-1.37390610,,,,,,,,USPRN_100062690947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691054,ONT_100062691054,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92749710,'-1.37828870,,,,,,,,USPRN_100062691054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691144,ONT_100062691144,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92355830,'-1.37996330,,,,,,,,USPRN_100062691144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691274,ONT_100062691274,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92361880,'-1.37448470,,,,,,,,USPRN_100062691274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691277,ONT_100062691277,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92400080,'-1.37361170,,,,,,,,USPRN_100062691277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691278,ONT_100062691278,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92405360,'-1.37339760,,,,,,,,USPRN_100062691278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691279,ONT_100062691279,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92438880,'-1.37218370,,,,,,,,USPRN_100062691279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691398,ONT_100062691398,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92108350,'-1.37292530,,,,,,,,USPRN_100062691398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691470,ONT_100062691470,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93184160,'-1.36845430,,,,,,,,USPRN_100062691470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691472,ONT_100062691472,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92425990,'-1.37665300,,,,,,,,USPRN_100062691472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691474,ONT_100062691474,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92277310,'-1.37441070,,,,,,,,USPRN_100062691474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691476,ONT_100062691476,Default,SO18BPK1_POLE_87_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92273760,'-1.37283190,,,,,,,,USPRN_100062691476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691478,ONT_100062691478,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92263800,'-1.37270520,,,,,,,,USPRN_100062691478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691480,ONT_100062691480,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92155260,'-1.37152470,,,,,,,,USPRN_100062691480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691481,ONT_100062691481,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92155220,'-1.37145360,,,,,,,,USPRN_100062691481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691757,ONT_100062691757,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92254640,'-1.36903570,,,,,,,,USPRN_100062691757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691763,ONT_100062691763,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92272490,'-1.36879150,,,,,,,,USPRN_100062691763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691794,ONT_100062691794,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93141950,'-1.37356880,,,,,,,,USPRN_100062691794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691795,ONT_100062691795,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92485050,'-1.37276080,,,,,,,,USPRN_100062691795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691796,ONT_100062691796,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92760630,'-1.37518530,,,,,,,,USPRN_100062691796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100062691799,ONT_100062691799,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92546840,'-1.36892500,,,,,,,,USPRN_100062691799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_200001068887,ONT_200001068887,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92367310,'-1.37621980,,,,,,,,USPRN_200001068887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_200001068888,ONT_200001068888,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92367310,'-1.37621980,,,,,,,,USPRN_200001068888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_200001068889,ONT_200001068889,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92367310,'-1.37621980,,,,,,,,USPRN_200001068889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_200001068890,ONT_200001068890,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92367310,'-1.37621980,,,,,,,,USPRN_200001068890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_200001068891,ONT_200001068891,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92367310,'-1.37621980,,,,,,,,USPRN_200001068891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_200001068892,ONT_200001068892,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92357420,'-1.37622110,,,,,,,,USPRN_200001068892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_200001068893,ONT_200001068893,Default,SO18BPK1_POLE_87_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92346630,'-1.37623680,,,,,,,,USPRN_200001068893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
